node_id,node_name,node_summary,node_et_equivalent
7389,Õppeaine,"Õppeaine (inglise subject) on õppeasutuses õpetatav teadus‑, tehnika‑, kunsti‑ või ametiala sisuEKSS.  Õppeained on õppekavade osa.  Õppeained võivad olla rühmitatud moodulitesse.  Ühte õppeainet võib õpetada üks või mitu õpetajat või õppejõudu.  Pikema kestusega (nt mitu õppeveerandit või semestrit) õppeainet nimetatakse ka kursuseks.  Elektrooniliste sidevahendite abil toimuvat õppeainet, kus õpetav ja õppiv isik ei asu samas ruumis, nimetatakse e-õppeaineks või e-kurususeks.    Koolis õpitakse ja õ.",
1411,Bryan Clay,"Bryan Clay (sündinud 3.  jaanuaril 1980 Texases Austinis) on USA kümnevõistleja, olümpiavõitja.   Clay isa Greg Clay on neeger ja ema Michele Ishimoto on Jaapani immigrant USA-s.  Bryani noorem vend Nikolas on samuti kergejõustiklane.  Vanemad lahutasid, kui Bryan algkoolis käis, ja sellest ajast kasvatas teda põhiliselt ema.   Kümnevõistlusega hakkas Clay tegelema olümpiapronksi Chris Huffinsi õhutusel, kes ise loobus spordist pärast Sydney olümpiamänge.  Kogu Clay kümnevõistlejakarjääri jooksul on t.",Bryan Clay
711,Aja määramine,,
2012,Elusloodus,Elusloodus on looduse elus osa.  Eluslooduse moodustavad organismid ehk elusolendid.  Eluslooduse uurimisega tegeleb eluteadus ehk bioloogia.  Kõige väiksemad elusolendid on mikroorganismid ehk mikroobid.   Eluslooduse organiseerituse tasandid molekulaarne tasand (näiteks biomolekulid sahhariidid) – uurib molekulaarbioloogia rakuline tasand (näiteks eukarüootne rakk) – uurib tsütoloogia kude – uurib histoloogia elund – eri elundeid uurivad erinevad teadusharud elundkond – taimedel elundkonna tasand .,
928,Analüütiline tomism,"Analüütiline tomism on suund filosoofias, mis kombineerib tomismi (Aquino Thomase nimest) ja analüütilise filosoofia ideid.  Mõiste võttis kasutusele John Haldane 1992.  aastal.  Haldane märkis 1997.  aastal The Monistis analüütilise tomismi kohta, et see ""üritab rakendada 20.  sajandi filosoofia meetodeid ja ideid [. . . ] seoses Aquino Thomase poolt kasutusele toodud ideede laia raamistikuga"".  Oluliste 20.  sajandi analüütiliste tomistidena on mainitud Elizabeth Anscombe'i, Peter Geachi ja Anthony Kenn.",Analytical Thomism
1950,Eksperimentaalne filosoofia,"Eksperimentaalne filosoofia on analüütilise filosoofia raames tekkinud filosoofiasuund, millele on iseloomulik toetumine empiirilistele uuringutele, peamiselt tavainimeste intuitsioonide kohta.  Sageli vastandab eksperimentaalne filosoofia end tugitoolifilosoofiale, mis arvestab ainult filosoofide intuitsioone.    Kuigi eksperimentaalfilosoofiline liikumine algas umbes 2000. aastal, oli empiiriliste meetodite kasutamine filosoofias olemas juba ammu enne seda.  Praegused eksperimentaalfilosoofid väid.",Experimental philosophy
5296,Perekond,"pisi|Perekond: isa, ema ja kolm last Perekonda on Euroopa kultuurides traditsiooniliselt mõistetud kui isikute kooslust, keda ühendab esmalt kas abielu või põlvnemine.  Perekonna liikmed jagavad kodu, ühiseid väärtusi, eesmärke, ressursse ja vastutust üksteise suhtes.  Viimaste aastakümnete jooksul on traditsiooniline arusaam perekonnast (eriti lääne kultuuriruumis) hägustunud ja mitmekesistunud erinevatel põhjustel nagu sooline ja ealine emantsipeerumine, väärtuste ja eesmärkide enneolematu palju.",Family
242,1888,"1888.  aasta (MDCCCLXXXVIII) oli 19.  sajandi 88.  aasta.    Sündmused Eestis   5.  märts (vkj 22.  veebruar) – ajalehes Olevik ilmus rahvaluule kogumise ärgitamiseks Jakob Hurda üleskutse ""Paar palvid Eesti ärksamaile poegadele ja tütardele"".   Juunis ja juulis oli kirikuõpetaja Jakob Hurt Poolas, et jagada jumalaarmu Poolas teenivatele eestlastest sõduritele.    21.  juuni (vkj 9.  juuni) – Balti kubermangudes hakkas kehtima politseireformi seadus.   22.  august (vkj 10.  august) – Tallinnas avati hoburaud.",1888
244,1890,"1890.  aasta (MDCCCXC) oli 19.  sajandi 90.  aasta.    Sündmused Eestis   25.  veebruar (vkj 13.  veebruar) – kaotati Saaremaa ja Tallinna konsistoorium.    29.  aprill (vkj 17.  aprill) – Venemaa keiser kinnitas Riiginõukogu otsuse ""Vene õppekeele tarvituselevõtmisest Tartu õpperingkonna tütarlaste õppeasutustes"".   6.  mai (vkj 24.  aprill) – seadus gümnaasiumide 30.  juuni 1871.  aasta põhimääruse ja koosseisude rakendamisest Tartu õpperingkondade gümnaasiumides.  Selle alusel korraldati kõigepealt ümber Ta.",1890
1359,Biosemiootika,"    Biosemiootika on semiootika haru, mis tegeleb märgiprotsessidega elussüsteemides.  Biosemiootika on ühtlasi interdistsiplinaarne valdkond, kus semiootikud, bioloogid ja filosoofid püüavad arendada semiootilist lähenemist ning rakendada semiootika mudeleid eluslooduse mõistmiseks.     Ajalugu Eelkäijad Biosemiootika üheks rajajaks peetakse bioloog Jakob von Uexkülli, kelle tööd tähenduse mehhanismidest (Bedeutungslehre, 1940) ja organismi kui subjekti ehitusest ja käitumisest (Umwelt und Innenw.",Biosemiotics
5599,Päikesesüsteem,"pisi|upright=1. 5|Päikesesüsteemi planeedid.  Planeetide suurused on mõõtkavas, kaugused aga mitte pisi|Päikesesüsteemi planeet  Päikesesüsteem koosneb Päikesest ning sellega gravitatsiooniliselt seotud astronoomilistest objektidest.   Päikesesüsteem tekkis molekulaarpilve (tuntud ka kui Päikese udukogu) kokkutõmbumisel 4,6 miljardit aastat tagasi.  Suurem osa Päikese ümber tiirlevate objektide massist on jagunenud kaheksa planeedi vahel.  Need planeedid tiirlevad ümber Päikese peaaegu ringikujulisel.",Solar System
7246,Waldecki vürstiriik,,
4543,Metafüüsika 4,"""Metafüüsika 4"" ehk ""Metafüüsika Γ"" on Aristotelese teose ""Metafüüsika"" 4.  raamat.    Raamat räägib esimese filosoofia ainest.   Esimene peatükk Tõlge 1003a 21  On mingi teadus, mis vaatleb olevat kui olevat ja sellele iseenesest kuuluvat.  See ei ole sama mis ükski niinimetatud osateadustest [ἐν μέρει]: sest ükski muudest [teadustest] ei vaatle üldiselt olevat kui olevat, vaid nad lõikavad ära mingi osa sellest, [25] uurides seda sattumuslikult, nagu näiteks matemaatilised teadused.  Aga kuna me ot.",
530,413,"413.  aasta  Sündmused Vana-Rooma konsuliteks olid Lucius ja Heraclianus.  Augustinus hakkas kirjutama üht oma suurematest ja kuulsamatest teostest, 22 raamatust koosnevat ""De civitate Dei"" (""Jumalariigist""), mille ta viis lõpule 426.  Konstantinooplis hakati rajam uusi kaitsemüüre, mis valmisid 439.  aastal ning said nimeks Theodosiuse müürid  Sündinud . . .   Surnud Heraclianus, Rooma vastukeiser   Viited    .",413
2488,Geoffrey Kirk,,
213,1861,"1861.  aasta (MDCCCLXI) oli 19.  sajandi 61.  aasta.    Sündmused Eestis  23.  jaanuar (vkj 11.  jaanuar) – Venemaa keiser kinnitas määruse ""Mõningatest ümberkorraldustest Tartu õpperingkonna kesk- ja alamates õppeasutustes"".  Määruse järgi reorganiseeriti Tallinnas ja Tartus senised viieklassilised gümnaasiumid seitsmeklassilisteks.  Kuressaare ja Pärnu kreiskool reorganiseeriti progümnaasiumiks.  Aasta algul sõitis Juhan Leinberg (prohvet Maltsvet) abilistega Krimmi, et otsida ümberasumiseks sobivaid k.",1861
5009,Nāgārdžuna,"pisi|Nāgārdžuna  Nāgārdžuna (sanskriti keeles nāgārjuna) oli india mahajaana õpetlane (elas tõenäoliselt ajavahemikus 150–250), paljude kuulsate tekstide autor, madhjamaka ehk šuunjavaada koolkonna rajaja.   Nāgārdžuna elukäigust on üsna vähe teada.  Ta olevat sündinud Lõuna-Indias braahmani perekonnas.  Juba noorena sai ta budistlikuks mungaks.   Legendi järgi olevat ta saanud naagade valitseja käest nende juures Šākjamuni aegadest saadik peidus olnud ületava mõistmise suutrad ja loonud nende põhja.",Nagarjuna
2544,Giordano Bruno,"thumb|Giordano Bruno Giordano Bruno (1548 – 17.  veebruar 1600) oli Itaalia filosoof, preester, kosmoloog ja okultist, kes on eelkõige tuntuks saanud heliotsentrilise maailmasüsteemi ning universumi lõpmatuse teooriate pooldamisega.    Kosmoloogia kõrval kirjutas Bruno uurimusi ka mälu ja mnemotehnikate kohta.  Teda peetakse uusaegse teadusliku mõtlemise märtriks, kuna inkvisitsioon põletas ta elusalt ketserluses süüdistatuna, sest Bruno ei olnud valmis oma vaadetest loobuma.  Ehkki Brunot on hiljem.",Giordano Bruno
3613,Klassiteadvus,,
6811,Tõlkevaste,,
1451,Camillo Benso Cavour,,
5465,Postulaat,,
3921,Kölni ülikool,pisi|Ülikooli pitsat Kölni ülikool (saksa keeles Universität zu Köln) on ülikool Saksamaal Kölnis.   Ülikool asutati 1388.   Ülikoolis õpib üle 48 000 üliõpilase.    Viited    Välislingid  Koduleht  Kategooria:Saksamaa ülikoolid Kategooria:Köln.,University of Cologne
4464,McTaggart Ellis McTaggart,,
4601,Mihhail Bakunin,"thumb|Portreefoto Mihhail Bakuninist  Mihhail Aleksandrovitš Bakunin (vene keeles Михаил Александрович Бакунин; 18. /30.  mai 1814 Tveri kubermang – 1.  juuli 1876 Bern) oli vene anarhist, revolutsionäär ja filosoof, keda peetakse sageli ka anarhismi isaks.   Elulugu  Lapsepõlv ja sõjaväeteenistus  Bakunin pärines vene põlisaadlist.  14-aastaselt saadeti ta Peterburi Suurtükiväe sõjakooli ning peale selle lõpetamist teenis ta kuni 1835.  aastani ohvitserina Minskis ja Hrodnas.  Pärast erruminekut elas .",Mikhail Bakunin
131,1783,"1783.  aasta (MDCCLXXXIII) oli 18.  sajandi 83.  aasta.    Sündmused maailmas    Versailles' rahu, millega Inglismaa tunnistas Ameerika Ühendriigid iseseisvaks.   19.  aprill – USA Kongress kuulutas Ameerika Iseseisvussõja lõppenuks.    Sündmused Eestis   14.  märts (vkj 3.  märts) – asutati Kuressaare oblast.   14.  mai (vkj 3.  mai) – Vene keisri Katariina II ukaasiga kaotati Eestis läänisüsteem ja läänid muudeti alloodideksEesti ajalugu: kronoloogia.  2007.  Koostanud Sulev Vahtre.  Teine trükk.  Kirjastus O.",1783
3904,Kõlblusmeele teooria,,
2287,Filmikunst,"pisi|Muybridge'i järjend hobuse galopist pisi|Esimene filmitud suudlus, 1896.  aasta, näitlejanna May Irwin.  Jäädvustaja Thomas Edison.  Filmikunst ehk kinematograafia (vanakreeka keeles κίνημα kìnema ja γράφειν gràphein ehk 'liikumise talletamine') on kunstiliik, mille alla kuuluvad kunstiteosed on filmid.   Filmikunsti olemuses Film kui kunstivaldkond esitab väljakutse tavapärasele kunstile ja selle vastuvõtu põhimõtetele.  Tehnika ja tehnoloogiline tootmine on vastuolus traditsioonilisele kunstil.",Cinematography
1264,Avita,"pisi|Avita Tallinnas, Pikk 68 Avita (harvemini ka AVITA) on kirjastus Tallinnas.   Kirjastus oli loodud 1988.  aastal eesmärgiga anda välja õppematerjale.  Kirjastuses ilmuvad õpikud ja töövihikud.  Tänapäeval kuulub Avita kaubamärk AS-ile BIT.    2017.  aastal oli ettevõtte käive 3,4 miljonit eurot ning sellega oli AS BIT Eesti suurima käibega raamatukirjastaja.  Samas jäädi 245 tuhande euroga kahjumisse. Merilin Pärli: ""Raamatukirjastamise äri jääb aasta-aastalt õhemaks"" ERR, 17.  august 2018  Kirjastu.",
5619,Põhjuslik tajuteooria,"Põhjuslik ehk kausaalne tajuteooria on epistemoloogiline seisukoht, et tajumine tähendab viibimist tajutava objektiga õiges põhjuslikus seoses olevas seisundis.  Teooria nõrkuseks on, et raske on määratleda, milline see seos peaks täpsemalt olema. Simon Blackburn, Oxfordi filosoofialeksikon.  Tõlkinud Märt Väljataga ja Bruno Mölder.  Tallinn: Vagabund, 2002.   Viited  Kategooria: Filosoofia.",
2026,Emotsionaalsus,,
11,10. märts,10.  märts on Gregoriuse kalendri 69.  (liigaastal 70. ) päev.  Juliuse kalendri järgi 25.  veebruar (liigaastal 26.  veebruar; 1901–2099).  Aasta lõpuni on 296 päeva.    Sündmused   Eestis  1871 – Balti kubermangudes kaotati rüütlimõisate ainuõigus ehitada veskeid.  Sellele lisaks said mitteaadlikest rüütlimõisa omanikud nüüdsest osa võtta maapäevast ja olla valitud omavalitsustesse.  Viimaste seas oli ka mitmeid eesti talupoegi.   1929 – Otepääl toimusid Eesti esimesed meistrivõistlused murdmaasuusatamis.,March 10
2833,Häbi,"Häbi (ka häbitunne) on moraalne tunne, milles inimene mõistab hukka mõne oma teguviisi, motiivi või omaduse.  Häbitunne võib tekkida teiste inimeste hukkamõistva suhtumise tõttu või ka ilma selleta.   Inimene häbeneb midagi teha, kuna kardab olla ebapädev.  Painav söögiisu.  Mida tähendavad isud teatud toitude järele ja kuidas neist jagu saada? Doreen Virtue.  Tallinn : Pilgrim : EDRK, 2015  Piinlikkus erineb häbist selle poolest, et erinevalt piinlikkusest ei ole häbi otseselt seotud teiste inimeste.",Shame
5523,Principia Mathematica,,
6783,Tõe liiasusteooria,"pisi|Gottlob Frege Tõe liiasusteooria ehk redundantsiteooria (ladina keeles redundans 'üleliigne') kohaselt on tõe mõiste ülearune.  Tõesus ei ole väite omadus.  Väita midagi ning öelda, et väidetu on tõene, on selle arusaama kohaselt üks ja seesama.  Näiteks on väide «Lumi on valge» võrdne lausega «On tõsi, et lumi on valge».  Tõe liiasusteooria näitabki, et tõe mõiste on liigne.   Tõe liiasusteooria on 20.  sajandil olnud üks populaarsemaid lähenemisviise tõele, olles saanud Gottlob Frege, Frank P.  .",Redundancy theory of truth
6146,Species intentionalis,,
4992,Nähtus,"Nähtus on konkreetne sündmus, omadus või protsess, mis väljendab reaalsuse väliskülgi ja esitab mingit olemuse avaldamise ja väljendamise kuju.    Keemiline nähtus  Keemiliste nähtuste puhul muutub üks aine teiseks või teisteks uue koostisega aineteksKeemia koduõpetaja, autor  Hergi Karik, kirjastus Ilo 2003"" lk 20(muundumine, keemiline reaktsioon).  Näiteks: pulbrilise raua ja alumiiniumi põlemine, kütuste põlemine, metallilise tsingi reageerimine soolhappega (tekib vesinik, mis põleb), sinisesil.",Phenomenon
5799,Richard Taylor (filosoof),"Richard Taylor (5.  november 1919 – 30.  oktoober 2003 Trumansburgi lähedal) oli USA filosoof ja mesinik.    Ta esitas argumente fatalismi kasuks, oli vooruseetika pooldaja ning kirjutas elu mõttest.  Ta on väitnud, et terve mõistus näeb materialismi keha ja vaimu probleemi lahendusena.  Tema tuntuim raamat on ""Metaphysics"" (1.  trükk 1963).   Tema doktoritöö juhendaja Browni Ülikoolis oli Roderick Chisholm.  Taylori õpilaste seas olid Norman Bowie, Steven Cahn, Myles Brand, Keith Lehrer, Eric Mack ja P.",Richard Taylor (philosopher)
2305,Filosoofiline küsimus,"Filosoofiline küsimus on ratsionaalne küsimus lõpliku või teaduslikult tõestamata vastuseta, mis on avatud edasisele diskussioonile.   thumb|Küünik Diogenes pidas filosoofias oluliseks üksikisikuga seotud elulisi küsimusiFilosoofilised küsimused jagunevad eri tüüpideks vastavalt filosoofia valdkondadele ja filosoofia ajaloo perioodidele.  Tavakeeles peetakse filosoofiliste küsimuste all silmas keerulisi vastuseta küsimusi, mis kerkivad üles teatud eluperioodidel.    Küsimused filosoofia ajaloos   E.",
417,2011,"2011.  aasta (MMXI) oli 21.  sajandi 11.  aasta.   Vasted teistes kalendrites Juudi kalender: 5771, 5772 Hinduistlik kalender: 5112, 5113  Islami kalender: 1432, 1433 Iraani kalender: 1389, 1390 Sirvikalender: 10224  pisi|160px|Rahvusvahelise keemia aasta logo Teema-aastad Rahvusvaheline metsa-aasta Rahvusvaheline keemia aasta Rahvusvaheline liivi keele ja kultuuri aasta   Sündmused maailmas   9. –15.  jaanuar – Lõuna-Sudaanis toimus iseseisvusreferendum.   24.  jaanuar – pommiplahvatus Venemaal Domoded.",2011
563,8. detsember,"8.  detsember on Gregoriuse kalendri 342.  päev (liigaastal 343.  päev).  Juliuse kalendri järgi 25.  november (1901–2099).    Sündmused  Eestis 1918 – asutati vabatahtlik abiorganisatsioon ""Ühistöö"".  1923 – registreeriti Eesti Olümpiakomitee põhikiri.  1935 – Karl Raudsepp valiti Vändra koguduse õpetajaks.  1936 – sisekaitseülema otsusega vabastati osaühingu Postimees äriettevõtted ja varandused sekvestri alt.  1937 – toimus Ühistegevuskoja üldkoosolek.  1939 – Jaan Luts valiti Narva linnapeaks ja Richar.",December 8
4177,Loov evolutsioon,"""Loov evolutsioon"" (""L'évolution créatrice"") on Henri Bergsoni filosoofiline teos.  See ilmus esmakordselt 1907.  aastal.  Eesti keeles ilmus see 2005.  aastal Ilmamaa väljaandel.    Kokkuvõte  Sissejuhatus Elu evolutsiooni lugu võimaldab näha, kuidas intellekt kujuneb katkematult edenedes tõusvas joones selgroogsete järgnevuse kaudu inimeseni.  Elusolendite teadvus on tegutsemisvõime lisandiks oleva arusaamisvõime poolest üha täpsemalt, keerukamalt ja täpsemalt elutingimustega kohastunud.  Siit peaks .",Creative Evolution (book)
6320,Sünteetiline aposterioorne otsustus,,
6834,Türgi,"Türgi Vabariik on riik, mille territoorium asub nii Euroopas kui ka Edela-Aasias.  Aasia-osa nimetatakse Anatooliaks.  Tähtsama osa riigist moodustab Musta mere ja Vahemere vahele jääv Väike-Aasia poolsaar.  Türgi piirneb idas Gruusia, Armeenia, Aserbaidžaani ja Iraaniga, lõunas Iraagi ja Süüriaga ning läänes Egeuse mere, Kreeka ja Bulgaariaga.   Rahvastik Rahvastiku tihedus Asustus on tihedam lääne- ja põhjarannikul (umbes 200 inimest ruutkilomeetri kohta), hõredaim Ida-Anatoolias (umbes 25 inimest.",Turkey
4057,Lihavõtteülestõus,,
2185,Esteetikute loend,,
5433,Polis,"Polis (kreeka keeles πόλις 'linn') oli tüüpiline Vana-Kreeka linnriik, mis koosnes kesksest asulast ja selle lähiümbrusest.    Ajalugu   Tavaliselt paiknes polis kõrgeimale kaljule rajatud kindluse ehk akropoli jalamil.  Linna südameks oli aga koosoleku- ja turuplats agoraa.  Samuti oli polises kindlasti vähemalt üks tempel, tavaliselt rohkem.   Linn ise koosnes valdavalt kivivundamendile rajatud ühe- või kahekorruselistest põletamata tellistest elamutest.  Tänavad olid enamasti väga kitsad, välja ar.",Polis
2199,Ethics and Language,"""Ethics and Language"" (""Eetika keel"") on Charles Stevensoni filosoofiline teos.  Selle 1.  trükk ilmus 1944 Yale University Pressi väljaandel.    Kokkuvõte I Üksmeele ja lahkarvamuse liigid 1 Raamatu eesmärk on selgitada eetikaterminite ""hea"", ""õige"", ""õiglane"", ""peaks"" tähendust ning iseloomustada üldisi meetodeid, kuidas eetikaotsustusi saab tõestada või toetada.  See on normatiivse eetika (hindava eetikaga) samas suhtes nagu mõisteanalüüs ja teaduslik meetod teadustega.  Siit ei ole oodata järeldu.",Ethics and Language
4258,Lõuna-Korea,"Korea Vabariik (lühinimi Lõuna-Korea; korea keeles 대한민국 Daehan Minguk, mitteametlikult 한국 Hangeuk) on riik Ida-Aasias, mis hõlmab Korea poolsaare lõunaosa.   Lõuna-Korea pindala on 98 480 km², millest maismaad 98 190 ja vett 290 km².   Maismaapiir (238 km) on üksnes põhjast Põhja-Koreaga, millega ta moodustas 1948.  aastani ühtse riigi.  Kagusse teisele poole Jaapani merd ja Korea väina jääb Jaapan.    Nimi  Riigi koreakeelne nimi tähendab ""Suur Hani Vabariik"" ning selle aluseks on võetud Korea ametl.",South Korea
